,poi_type,sder_postal_code,sder_city,sder_state,place_name,year,no_thefts
9479,courthouse,30334.0,Atlanta,Georgia,Supreme Court of Georgia,2000,1.0
51723,veterinary_care,85250.0,Scottsdale,Arizona,Saguaro Veterinary Clinic,2000,1.0
13240,food,97402.0,Eugene,Oregon,Silver T Ranch,2000,1.0
30017,park,80120.0,Littleton,Colorado,Ashbaugh Park,2000,1.0
36552,post_office,2476.0,Arlington,Massachusetts,US Post Office,2000,1.0
12052,establishment],4074.0,Scarborough,Maine,Murphy Auction & Realty,2000,1.0
5255,beauty_salon,4074.0,Scarborough,Maine,Christine Haeger Hair Design,2000,1.0
44876,school,48420.0,Clio,Michigan,Carter Middle School,2000,1.0
19568,liquor_store,93401.0,San Luis Obispo,California,Filipponi Ranch Cellars,2000,1.0
29477,night_club,4074.0,Scarborough,Maine,Seductive Fantasies,2000,1.0
14942,grocery_or_supermarket,85250.0,Scottsdale,Arizona,Bashas',2000,1.0
37982,restaurant,85251.0,Scottsdale,Arizona,Scottsdale Marriott Suites Old Town,2000,1.0
40971,restaurant,60020.0,Fox Lake,Illinois,Whistle Stop Cafe,2000,1.0
18497,insurance_agency,4074.0,Scarborough,Maine,Federated Insurance Co,2000,1.0
5280,beauty_salon,4444.0,Hampden,Maine,Scissor Excitement,2000,1.0
49325,store,97045.0,Oregon City,Oregon,Dutch Bros Coffee,2000,1.0
5288,beauty_salon,97045.0,Oregon City,Oregon,Nail Spa,2000,1.0
20787,locality,11738.0,Farmingville,New York,Farmingville,2000,1.0
14463,general_contractor,4074.0,Scarborough,Maine,Broadturn Sealcoating,2000,1.0
12665,florist,95926.0,Chico,California,Chico Florist,2000,1.0
12113,establishment],97007.0,Beaverton,Oregon,Rooba Enterprises Inc,2000,1.0
24407,lodging,97201.0,Portland,Oregon,Hilton Portland & Executive Tower,2000,1.0
20890,locality,60020.0,Fox Lake,Illinois,Fox Lake,2000,1.0
5936,bowling_alley,97401.0,Eugene,Oregon,Emerald Lanes,2000,1.0
15858,gym,85027.0,Phoenix,Arizona,Phoenix Gymnastics & Dance Academy,2000,1.0
18385,hospital,83864.0,Sandpoint,Idaho,Bonner General Health,2000,1.0
7989,church,11738.0,Farmingville,New York,St. Michael the Archangel Church,2000,1.0
24388,lodging,97201.0,Portland,Oregon,The Heathman Hotel,2000,1.0
8557,clothing_store,78705.0,Austin,Texas,Buffalo Exchange,2000,1.0
18361,hospital,98195.0,Seattle,Washington,University of Washington Medical Center,2000,1.0
44614,school,60614.0,Chicago,Illinois,Lincoln Park High School,2000,1.0
47634,store,91606.0,Los Angeles,California,ROMA DELI,2000,1.0
35281,point_of_interest,97045.0,Oregon City,Oregon,Oregon Employment Department,2000,1.0
37619,restaurant,92103.0,San Diego,California,Kous Kous Moroccan Bistro,2000,1.0
40974,restaurant,1510.0,Clinton,Massachusetts,The Old Timer Restaurant,2000,1.0
37626,restaurant,92103.0,San Diego,California,Bronx Pizza,2000,1.0
35475,point_of_interest,97201.0,Portland,Oregon,Arlene Schnitzer Concert Hall,2000,1.0
37612,restaurant,92103.0,San Diego,California,Bread and Cie,2000,1.0
37602,restaurant,92103.0,San Diego,California,Arrivederci,2000,1.0
47419,store,85250.0,Scottsdale,Arizona,Casella's Italian Delicatessen,2000,1.0
51850,veterinary_care,11738.0,Farmingville,New York,Farmingville Animal Hospital,2000,1.0
9199,convenience_store,85250.0,Scottsdale,Arizona,Walgreens,2000,1.0
5987,bus_station,10601.0,White Plains,New York,White Plains Metro North,2000,1.0
49321,store,97045.0,Oregon City,Oregon,Singer Hill Cafe,2000,1.0
31399,point_of_interest,78212.0,San Antonio,Texas,San Antonio College,2001,1.0
40074,restaurant,80204.0,Denver,Colorado,Domo Japanese Country Food Restaurant,2001,1.0
50318,synagogue,78212.0,San Antonio,Texas,Temple-Beth-El,2001,1.0
42510,school,78212.0,San Antonio,Texas,San Antonio Academy,2001,1.0
3176,bar,80204.0,Denver,Colorado,The Buckhorn Exchange,2001,1.0
28246,neighborhood,10009.0,New York,New York,Ukrainian Village,2001,1.0
37232,restaurant,78212.0,San Antonio,Texas,Subway,2001,1.0
32722,point_of_interest,95060.0,Santa Cruz,California,Civic Auditorium,2002,1.0
13583,furniture_store,98292.0,Stanwood,Washington,Home Center,2002,1.0
7505,church,85018.0,Phoenix,Arizona,The Church of Jesus Christ of Latter-day Saints,2002,1.0
7503,church,85018.0,Phoenix,Arizona,Shepherd of the Hills UCC,2002,1.0
17496,home_goods_store,89523.0,Reno,Nevada,G E Appliance Services,2002,1.0
44262,school,19140.0,Philadelphia,Pennsylvania,Multi-Cultural Academy Charter School,2002,2.0
32679,point_of_interest,93940.0,Monterey,California,LanguageLine Solutions,2002,1.0
25823,movie_theater,95060.0,Santa Cruz,California,Regal Cinemas Santa Cruz 9,2002,1.0
44264,school,19140.0,Philadelphia,Pennsylvania,Little Flower Catholic High School for Girls,2002,2.0
944,bakery,1506.0,Brookfield,Massachusetts,Cakettes,2002,1.0
11992,establishment],1506.0,Brookfield,Massachusetts,www.aerialview.us,2002,1.0
14202,general_contractor,89523.0,Reno,Nevada,Breckenridge By Ryder Homes,2002,1.0
27527,neighborhood,85018.0,Phoenix,Arizona,Arcadia,2002,1.0
11991,establishment],1506.0,Brookfield,Massachusetts,Drake Petroleum,2002,1.0
33052,point_of_interest,94115.0,San Francisco,California,Winterland Ballroom,2002,2.0
11990,establishment],1506.0,Brookfield,Massachusetts,Antiques Council,2002,1.0
11864,establishment],89523.0,Reno,Nevada,White Knight Manufactured & Mobile Home,2002,1.0
21123,locality,98292.0,Stanwood,Washington,Stanwood,2002,1.0
25680,meal_takeaway,98292.0,Stanwood,Washington,The Chatter Box Restaurant,2002,1.0
11643,establishment],93940.0,Monterey,California,Monterey Peninsula Foundation,2002,1.0
20442,locality,95060.0,Santa Cruz,California,Santa Cruz,2002,1.0
2633,bar,94115.0,San Francisco,California,SPQR,2002,2.0
32678,point_of_interest,93940.0,Monterey,California,Excelligence Learning Corporation,2002,1.0
11862,establishment],89523.0,Reno,Nevada,Thomas Hayward Auctioneers,2002,1.0
16702,health,89117.0,Las Vegas,Nevada,Aegis of Las Vegas,2002,1.0
20244,local_government_office,98292.0,Stanwood,Washington,Stanwood City Hall,2002,1.0
13112,food,89523.0,Reno,Nevada,River City Fusion Mobile Catering,2002,1.0
1414,bank,98292.0,Stanwood,Washington,Bank of America,2002,1.0
36226,point_of_interest,98292.0,Stanwood,Washington,Designs Northwest Architects,2002,1.0
31237,plumber,89523.0,Reno,Nevada,Master Service Plumbing,2002,1.0
36227,point_of_interest,98292.0,Stanwood,Washington,Whidbey Telecom Internet,2002,1.0
33708,point_of_interest,89523.0,Reno,Nevada,Airport Mini Bus,2002,1.0
33710,point_of_interest,89523.0,Reno,Nevada,Annette's Sewing,2002,1.0
33712,point_of_interest,89523.0,Reno,Nevada,Escape,2002,1.0
22454,lodging,95060.0,Santa Cruz,California,Hinds Victorian Guest House,2002,1.0
33714,point_of_interest,89523.0,Reno,Nevada,Friendly Computers,2002,1.0
1413,bank,98292.0,Stanwood,Washington,Wells Fargo Bank,2002,1.0
48954,store,1506.0,Brookfield,Massachusetts,Decoteau Randall,2002,1.0
25459,meal_takeaway,19140.0,Philadelphia,Pennsylvania,Bravo Pizza,2002,2.0
33718,point_of_interest,89523.0,Reno,Nevada,In Home Cat Sitting,2002,1.0
12399,finance,1506.0,Brookfield,Massachusetts,R L H Associates,2002,1.0
33716,point_of_interest,89523.0,Reno,Nevada,Hayes Handpiece Co,2002,1.0
42367,roofing_contractor,1506.0,Brookfield,Massachusetts,Ray E Damphouse Jr & Sons Roofing,2002,1.0
33724,point_of_interest,89523.0,Reno,Nevada,Spring Fresh Cleaning Services,2002,1.0
7694,church,94115.0,San Francisco,California,St. Dominic's Catholic Church,2002,2.0
6662,car_dealer,19140.0,Philadelphia,Pennsylvania,First Class Auto Land,2002,1.0
33720,point_of_interest,89523.0,Reno,Nevada,Red Rock Spring Water,2002,1.0
40277,restaurant,19140.0,Philadelphia,Pennsylvania,Dwights Southern Bar-B-Cue,2002,1.0
18055,hospital,89523.0,Reno,Nevada,Silver State Spine,2002,1.0
33722,point_of_interest,89523.0,Reno,Nevada,Sixth Generation Studios,2002,1.0
1412,bank,98292.0,Stanwood,Washington,Sterling Bank,2002,1.0
47138,store,85719.0,Tucson,Arizona,Blackjack Pizza,2003,1.0
48561,store,80233.0,Thornton,Colorado,Anthony's II Pizza and Italian Food,2003,1.0
43501,school,94117.0,San Francisco,California,The Urban School of San Francisco,2003,1.0
51328,university,7030.0,Hoboken,New Jersey,Stevens Institute of Technology,2003,1.0
44426,school,7030.0,Hoboken,New Jersey,All Saints Episcopal Day School,2003,1.0
17292,home_goods_store,78704.0,Austin,Texas,Hancock Fabrics,2003,1.0
51688,university,99508.0,Anchorage,Alaska,University of Alaska Anchorage,2003,1.0
1632,bar,78704.0,Austin,Texas,Pluckers Wing Bar,2003,1.0
30844,pharmacy,78704.0,Austin,Texas,Peoples Rx,2003,1.0
44108,school,80221.0,Denver,Colorado,Hodgkins Elementary School,2003,1.0
47125,store,85719.0,Tucson,Arizona,Raging Sage Coffee Roasters,2003,1.0
28625,neighborhood,97232.0,Portland,Oregon,Sullivan's Gulch,2003,1.0
36253,point_of_interest,99508.0,Anchorage,Alaska,Alaska Airlines Center,2003,1.0
2569,bar,94117.0,San Francisco,California,Magnolia Gastropub and Brewery,2003,1.0
29851,park,94117.0,San Francisco,California,The Panhandle,2003,1.0
37495,restaurant,85719.0,Tucson,Arizona,Blue Willow Restaurant,2003,1.0
47151,store,85719.0,Tucson,Arizona,Rainbow Guitars,2003,1.0
31085,physiotherapist,80233.0,Thornton,Colorado,"Colorado Orthopedic Rehabilitation Specialists, LLC",2003,1.0
19514,library,99508.0,Anchorage,Alaska,Alaska Resources Library & Information Services (ARLIS),2003,1.0
19512,library,99508.0,Anchorage,Alaska,UAA/APU Consortium Library,2003,1.0
866,bakery,80233.0,Thornton,Colorado,A Cake Occasion,2003,1.0
5140,beauty_salon,80233.0,Thornton,Colorado,Platinum Hair Studio,2003,1.0
44419,school,7030.0,Hoboken,New Jersey,The Hudson School,2003,1.0
14236,general_contractor,80233.0,Thornton,Colorado,Denver Affordable Carpet Cleaning LLC,2003,1.0
37508,restaurant,85719.0,Tucson,Arizona,Yoshimatsu Health Japanese,2003,1.0
47002,store,78704.0,Austin,Texas,Tomlinson's Feed & Pets,2003,1.0
9818,dentist,80233.0,Thornton,Colorado,Carl E Givan DDS,2003,1.0
9312,convenience_store,80233.0,Thornton,Colorado,7-Eleven,2003,1.0
40166,restaurant,80233.0,Thornton,Colorado,Crystal Island Chinese Restaurant,2003,1.0
15795,gym,85719.0,Tucson,Arizona,Yoga Oasis,2003,1.0
24578,lodging,97232.0,Portland,Oregon,Residence Inn Portland Downtown/Lloyd Center,2003,1.0
16901,health,80233.0,Thornton,Colorado,Universal Tae Kwon DO,2003,1.0
37521,restaurant,85719.0,Tucson,Arizona,BrushFire BBQ Co.,2003,1.0
33910,point_of_interest,80233.0,Thornton,Colorado,Groomingdale's,2003,1.0
29160,night_club,94117.0,San Francisco,California,Club Deluxe,2003,1.0
42664,school,85719.0,Tucson,Arizona,Salpointe Catholic High School,2003,1.0
8551,clothing_store,78704.0,Austin,Texas,Neiman Marcus Last Call,2003,1.0
47005,store,78704.0,Austin,Texas,Harbor Freight Tools,2003,1.0
9991,department_store,78704.0,Austin,Texas,Target,2003,1.0
13101,food,63034.0,Florissant,Missouri,House & Pet Sitters International,2004,1.0
37522,restaurant,85719.0,Tucson,Arizona,BrushFire BBQ Co.,2004,2.0
31474,point_of_interest,77380.0,Spring,Texas,Computer Fixer,2004,1.0
34436,point_of_interest,10566.0,Peekskill,New York,Cablevision,2004,1.0
33333,point_of_interest,95220.0,Acampo,California,Liberty Industrial,2004,1.0
20979,locality,54981.0,Waupaca,Wisconsin,Waupaca,2004,1.0
22899,lodging,94612.0,Oakland,California,Oakland Marriott City Center,2004,1.0
31472,point_of_interest,77380.0,Spring,Texas,Timber Mill Apartments,2004,1.0
44615,school,60614.0,Chicago,Illinois,Lincoln Park High School,2004,1.0
31470,point_of_interest,77380.0,Spring,Texas,Praxair Services Inc,2004,1.0
36443,post_office,94603.0,Oakland,California,US Post Office,2004,1.0
42665,school,85719.0,Tucson,Arizona,Salpointe Catholic High School,2004,2.0
18487,insurance_agency,13411.0,New Berlin,New York,Gates-Cole Associates Inc,2004,1.0
14501,general_contractor,54981.0,Waupaca,Wisconsin,J R S Waupaca True Value Hardware,2004,1.0
14502,general_contractor,54301.0,Green Bay,Wisconsin,American Pavement Solutions,2004,1.0
18486,insurance_agency,13411.0,New Berlin,New York,Preferred Mutual,2004,1.0
24971,lodging,98105.0,Seattle,Washington,Hotel Deca,2004,1.0
47139,store,85719.0,Tucson,Arizona,Blackjack Pizza,2004,2.0
42871,school,85020.0,Phoenix,Arizona,Montessori Day School,2004,1.0
20721,locality,8618.0,Ewing Township,New Jersey,Ewing Township,2004,1.0
40594,restaurant,10566.0,Peekskill,New York,Division Street Grill,2004,1.0
42577,school,77380.0,Spring,Texas,Conroe Independent School District: Wilkerson Intermediate School,2004,1.0
14500,general_contractor,54981.0,Waupaca,Wisconsin,Office Outfitters,2004,1.0
42353,roofing_contractor,63034.0,Florissant,Missouri,"Dennis Laramie Contracting, LLC",2004,1.0
37496,restaurant,85719.0,Tucson,Arizona,Blue Willow Restaurant,2004,2.0
31476,point_of_interest,77380.0,Spring,Texas,Well Enhancement Services LLC,2004,1.0
37509,restaurant,85719.0,Tucson,Arizona,Yoshimatsu Health Japanese,2004,2.0
13069,food,95220.0,Acampo,California,Brovelli Ranch,2004,1.0
49210,store,54981.0,Waupaca,Wisconsin,Matthews Tire,2004,1.0
17477,home_goods_store,63034.0,Florissant,Missouri,Happy Gopher Parcel Express & Trucking,2004,1.0
17470,home_goods_store,95220.0,Acampo,California,Studio 4 Design,2004,1.0
13070,food,95220.0,Acampo,California,Peltier Winery,2004,1.0
32358,point_of_interest,91103.0,Pasadena,California,Castle Press,2004,1.0
36521,post_office,10566.0,Peekskill,New York,US Post Office,2004,1.0
41292,restaurant,54981.0,Waupaca,Wisconsin,Weasels,2004,1.0
26353,movie_theater,98105.0,Seattle,Washington,Grand Illusion Cinema,2004,1.0
36559,post_office,13411.0,New Berlin,New York,US Post Office,2004,1.0
41291,restaurant,54981.0,Waupaca,Wisconsin,Simpson's,2004,1.0
42145,restaurant,98103.0,Seattle,Washington,Tutta Bella Neapolitan Pizzeria - Stone Way,2004,1.0
27891,neighborhood,94612.0,Oakland,California,Downtown Oakland,2004,1.0
12555,fire_station,13411.0,New Berlin,New York,New Berlin Fire Department,2004,1.0
44503,school,10566.0,Peekskill,New York,Peekskill High School,2004,1.0
40482,restaurant,10003.0,New York,New York,Veselka,2004,1.0
20912,locality,13411.0,New Berlin,New York,New Berlin,2004,1.0
8006,church,10566.0,Peekskill,New York,Presbyterian Church of Peekskill,2004,1.0
42167,restaurant,98103.0,Seattle,Washington,Bizzarro Italian Cafe,2004,1.0
30161,park,60614.0,Chicago,Illinois,Oz Park,2004,1.0
15796,gym,85719.0,Tucson,Arizona,Yoga Oasis,2004,2.0
47152,store,85719.0,Tucson,Arizona,Rainbow Guitars,2004,2.0
22895,lodging,94612.0,Oakland,California,Courtyard Oakland Downtown,2004,1.0
3524,bar,10566.0,Peekskill,New York,Gleason's,2004,1.0
20813,locality,10566.0,Peekskill,New York,Peekskill,2004,1.0
48181,store,95220.0,Acampo,California,Acampo Herbal Collective Inc,2004,1.0
45691,school,98103.0,Seattle,Washington,Cascadia Elementary School,2004,1.0
27631,neighborhood,91103.0,Pasadena,California,North Central,2004,1.0
14153,general_contractor,63034.0,Florissant,Missouri,"M. J. Dietrich Construction, LLC",2004,1.0
6067,cafe,75209.0,Dallas,Texas,Cafe Express,2004,1.0
25498,meal_takeaway,10566.0,Peekskill,New York,Kathleen's Tea Room,2004,1.0
49045,store,13411.0,New Berlin,New York,NAPA Auto Parts Gillee's Auto Truck & Marine,2004,1.0
29334,night_club,10003.0,New York,New York,Webster Hall,2004,1.0
9357,convenience_store,13411.0,New Berlin,New York,Stewart's Shop,2004,1.0
19292,library,13411.0,New Berlin,New York,New Berlin Library,2004,1.0
4959,beauty_salon,75209.0,Dallas,Texas,The Boardroom Salon for Men - Inwood Village,2004,1.0
9534,courthouse,13411.0,New Berlin,New York,New Berlin Town Court Clerk,2004,1.0
9535,courthouse,13411.0,New Berlin,New York,New Berlin Town Hall,2004,1.0
8245,church,54981.0,Waupaca,Wisconsin,Trinity Lutheran Church,2004,1.0
48810,store,10566.0,Peekskill,New York,The Peekskill Coffee House,2004,1.0
33120,point_of_interest,94612.0,Oakland,California,Oakland School For the Arts,2004,1.0
48811,store,10566.0,Peekskill,New York,Birdsall House,2004,1.0
9542,courthouse,54981.0,Waupaca,Wisconsin,Waupaca County Family,2004,1.0
37028,real_estate_agency,54981.0,Waupaca,Wisconsin,Coldwell Banker The Real Estate Group,2004,1.0
43850,school,63034.0,Florissant,Missouri,Arlene's Kid Care,2004,1.0
18947,library,94603.0,Oakland,California,Elmhurst Branch Library,2004,1.0
20071,local_government_office,13411.0,New Berlin,New York,New Berlin Mayor,2004,1.0
50144,store,98103.0,Seattle,Washington,Archie McPhee,2004,1.0
20072,local_government_office,13411.0,New Berlin,New York,New Berlin Town Code Enfrcmnt,2004,1.0
390,art_gallery,10566.0,Peekskill,New York,Paramount Hudson Valley Theater,2004,1.0
20073,local_government_office,13411.0,New Berlin,New York,New Berlin Town Supervisor,2004,1.0
6980,car_repair,63034.0,Florissant,Missouri,PMC Super Tuners Inc.,2004,1.0
23407,lodging,81611.0,Aspen,Colorado,Hotel Jerome,2004,1.0
25740,movie_theater,75209.0,Dallas,Texas,Inwood Theatre,2004,1.0
18884,library,91103.0,Pasadena,California,La Pintoresca Branch Library,2004,1.0
44779,school,13411.0,New Berlin,New York,Milford Academy,2004,1.0
12451,finance,98103.0,Seattle,Washington,Nordstrom Federal Credit Union,2004,1.0
33458,point_of_interest,63034.0,Florissant,Missouri,Willis Reportin Services,2004,1.0
44071,school,80205.0,Denver,Colorado,Manual High School,2004,1.0
27217,museum,98105.0,Seattle,Washington,Burke Museum of Natural History and Culture,2004,1.0
17085,health,54981.0,Waupaca,Wisconsin,Advanced Family Eye Care,2004,1.0
1360,bank,54981.0,Waupaca,Wisconsin,First National Bank,2004,1.0
12514,fire_station,63034.0,Florissant,Missouri,Black Jack Fire Protection District (House 2),2004,1.0
34869,point_of_interest,13411.0,New Berlin,New York,Homestead Pet & Farm Supply,2004,1.0
29736,park,91103.0,Pasadena,California,Robinson Park,2004,1.0
39478,restaurant,94709.0,Berkeley,California,Chez Panisse,2004,1.0
36338,police,54981.0,Waupaca,Wisconsin,Waupaca Police Department,2004,1.0
8440,church,98105.0,Seattle,Washington,University Presbyterian Church,2004,1.0
13566,furniture_store,54981.0,Waupaca,Wisconsin,Stange's of Waupaca,2004,1.0
33099,point_of_interest,94612.0,Oakland,California,Oaksterdam University,2004,1.0
36323,police,13411.0,New Berlin,New York,New Berlin Police Department,2004,1.0
47126,store,85719.0,Tucson,Arizona,Raging Sage Coffee Roasters,2004,2.0
29346,night_club,10003.0,New York,New York,Irving Plaza,2004,1.0
39484,restaurant,94709.0,Berkeley,California,Cheese Board Pizza,2004,1.0
23409,lodging,81611.0,Aspen,Colorado,Hotel Aspen,2004,1.0
20024,local_government_office,10566.0,Peekskill,New York,Peekskill Office-NYSDMV,2004,1.0
1361,bank,54981.0,Waupaca,Wisconsin,Farmers State Bank of Waupaca,2004,1.0
19338,library,54981.0,Waupaca,Wisconsin,Public Library,2004,1.0
18155,hospital,10566.0,Peekskill,New York,Hudson River Healthcare,2004,1.0
11715,establishment],94612.0,Oakland,California,Ogawa Plaza,2004,1.0
9522,courthouse,50309.0,Des Moines,Iowa,Polk County Courthouse,2004,2.0
11710,establishment],94612.0,Oakland,California,Oakland Unified School District,2004,1.0
